ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist,gender,height_cm,weight_kg,new_weight,percent_change_ankle,percent_change_bicep,percent_change_calf,percent_change_chest,percent_change_forearm,percent_change_hip,percent_change_shoulder-breadth,percent_change_shoulder-to-crotch,percent_change_thigh,percent_change_waist,percent_change_wrist
24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727,male,178.0,79.6,81.28807296392448,0.02120694678297092,0.021206946782970863,0.021206946782971015,0.021206946782970935,0.02120694678297095,0.02120694678297092,0.021206946782970876,0.021206946782970873,0.02120694678297095,0.021206946782970977,0.02120694678297095
26.56500625610352,53.2885971069336,30.80095863342285,39.85494995117188,102.39127349853516,27.71979522705078,183.7188415527344,106.04412078857422,84.05552673339844,37.8564567565918,72.00437927246094,52.93408584594727,96.5964126586914,17.93659782409668,male,185.0,82.9,89.5869694370687,0.08066308126741495,0.08066308126741505,0.0806630812674149,0.08066308126741502,0.08066308126741492,0.08066308126741495,0.080663081267415,0.08066308126741485,0.08066308126741494,0.080663081267415,0.0806630812674149
24.779565811157227,49.07775115966797,34.61311340332031,38.10426712036133,111.16407012939452,28.5504093170166,169.05911254882812,109.52946472167967,74.31023406982422,38.19779968261719,68.53671264648438,58.65667343139648,103.3951187133789,17.02985954284668,male,166.0,88.7,82.66555641404008,-0.06803205846629004,-0.06803205846628993,-0.0680320584662901,-0.06803205846629003,-0.06803205846629,-0.06803205846629004,-0.06803205846629008,-0.06803205846628996,-0.06803205846629,-0.06803205846629003,-0.06803205846629001
24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836,male,177.0,74.7,76.03970838169668,0.01793451648857662,0.017934516488576736,0.0179345164885767,0.01793451648857674,0.017934516488576732,0.017934516488576645,0.01793451648857675,0.017934516488576694,0.01793451648857672,0.017934516488576698,0.017934516488576753
25.46615600585937,51.1634635925293,29.09806251525879,37.15715026855469,92.7225341796875,27.15604591369629,178.9779815673828,97.8735122680664,82.30216979980469,37.23946380615234,66.81805419921875,49.03817367553711,78.92030334472656,17.399463653564453,male,178.6,67.1,61.21077328910019,-0.08776790925335039,-0.08776790925335029,-0.08776790925335035,-0.08776790925335037,-0.08776790925335029,-0.0877679092533503,-0.08776790925335033,-0.08776790925335037,-0.0877679092533503,-0.08776790925335025,-0.08776790925335036
24.74004364013672,50.97289276123047,30.681303024291992,35.23457717895508,95.77923583984376,27.324010848999023,174.0694122314453,96.9201431274414,81.30386352539062,35.66278076171875,65.10942077636719,50.87236785888672,82.21373748779297,17.28766632080078,male,172.6,68.1,74.51377109895851,0.09418166077765816,0.09418166077765826,0.09418166077765817,0.09418166077765829,0.09418166077765819,0.09418166077765823,0.09418166077765816,0.09418166077765816,0.0941816607776582,0.09418166077765815,0.09418166077765816
25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508,male,179.0,101.7,101.49138663709638,-0.002051262172110298,-0.002051262172110335,-0.002051262172110309,-0.002051262172110317,-0.0020512621721103545,-0.0020512621721103285,-0.002051262172110314,-0.0020512621721102626,-0.0020512621721102665,-0.0020512621721103185,-0.0020512621721102426
25.833364486694336,51.05610275268555,28.8845329284668,36.16111755371094,101.89659881591795,26.72850799560547,177.22073364257812,99.2237319946289,80.62630462646484,37.82480239868164,68.60801696777344,50.74698638916016,84.89327239990234,17.295169830322266,male,179.0,72.0,78.50919483845874,0.0904054838674826,0.09040548386748254,0.09040548386748262,0.09040548386748261,0.09040548386748258,0.09040548386748255,0.09040548386748264,0.09040548386748268,0.09040548386748255,0.09040548386748258,0.09040548386748254
26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035,male,178.0,71.6,65.81243127478211,-0.08083196543600388,-0.08083196543600389,-0.08083196543600384,-0.08083196543600389,-0.08083196543600386,-0.08083196543600395,-0.08083196543600397,-0.08083196543600392,-0.08083196543600385,-0.08083196543600396,-0.08083196543600392
22.063173294067383,51.9434814453125,29.01181602478028,34.99395751953125,97.8163604736328,24.351512908935547,168.27394104003906,97.56271362304688,80.80277252197266,34.313941955566406,62.23643112182617,50.93609619140625,90.39958190917967,15.613966941833496,male,166.5,65.8,60.080529930946966,-0.08692203752360232,-0.08692203752360228,-0.0869220375236023,-0.08692203752360231,-0.08692203752360225,-0.08692203752360227,-0.08692203752360228,-0.08692203752360232,-0.08692203752360221,-0.08692203752360228,-0.08692203752360225
